0.12,0.15,0.41,-0.20
0.45,-0.02,0.79,-0.93
-1.02,-0.19,0.35,-1.21
-0.86,-0.09,0.20,-1.12
-0.49,0.05,0.08,-1.11
0.57,0.00,0.74,-0.22
0.40,-0.06,0.57,-0.76
0.92,-0.02,0.98,-0.26
-0.15,-0.14,0.43,-0.78
0.09,-0.10,0.61,-0.17
-0.28,-0.05,0.05,-0.52
1.55,-0.04,1.66,-0.43
-0.25,-0.10,0.20,-0.61
-0.98,-0.12,-0.01,-1.02
1.38,0.00,1.52,-0.20
-0.59,0.01,0.11,-0.74
0.93,0.00,1.36,-0.12
0.61,0.02,0.69,-0.44
-0.30,-0.15,0.39,-1.50
0.04,-0.21,0.34,-0.29
-0.17,-0.06,0.21,-0.65
-1.11,-0.02,0.19,-1.41
-0.31,0.08,0.59,-0.54
1.46,-0.05,1.54,-0.55
1.27,-0.22,1.52,-0.29
0.87,-0.03,1.32,-0.48
0.38,-0.20,0.57,-0.36
0.07,-0.09,0.38,-0.47
1.09,-0.04,1.28,-0.47
-0.32,-0.04,0.03,-0.59
-0.96,-0.10,0.01,-1.19
-1.54,0.00,0.19,-2.07
-0.06,0.01,1.68,-1.50
-2.02,-0.21,0.21,-3.07
0.72,-0.03,0.90,-0.88
-0.07,-0.16,0.62,-0.64
0.67,-0.18,0.77,-0.48
1.08,-0.21,1.33,-0.60
-0.02,-0.10,0.34,-0.60
0.28,0.05,0.54,0.00
