-0.81,0.00,0.17,-0.85
-0.44,0.20,0.41,-0.89
1.00,-0.09,1.10,-0.30
-0.53,-0.13,0.27,-0.72
0.90,-0.04,1.40,-0.24
0.24,0.01,0.90,-0.76
-1.53,-0.37,-0.23,-1.68
0.07,-0.04,0.50,-0.12
0.55,0.02,0.83,-0.94
-0.93,-0.07,0.24,-1.07
0.83,0.06,1.14,-0.09
0.80,0.20,1.19,-0.15
-1.36,-0.06,0.33,-1.62
0.48,-0.08,0.66,-0.30
-0.54,-0.06,0.15,-1.10
-0.66,0.03,0.25,-0.87
0.14,-0.09,0.20,-0.50
0.30,-0.04,0.49,-0.53
-0.67,-0.16,-0.01,-0.77
-1.25,-0.04,0.04,-1.39
0.46,-0.06,0.83,-0.11
0.25,-0.10,0.68,-0.21
0.30,0.01,0.81,-0.14
0.61,-0.01,1.27,-0.06
-0.51,-0.06,0.03,-0.99
-0.04,0.08,0.96,-0.28
0.75,0.08,0.85,-0.05
0.32,0.06,0.59,-0.24
-0.71,0.01,0.08,-1.17
0.26,-0.03,0.48,-0.29
-0.68,0.01,0.03,-0.94
0.02,-0.07,0.22,-0.62
0.37,0.01,1.10,-0.06
0.51,-0.09,0.78,-0.24
0.56,-0.02,0.77,-0.17
-0.96,0.02,0.24,-1.15
-0.42,0.05,0.10,-0.61
0.32,-0.05,0.51,-0.19
1.07,-0.08,1.57,-0.25
0.00,-0.02,0.17,-0.50
