-0.31,0.00,0.04,-0.47
-0.07,-0.02,0.55,-0.40
-0.62,-0.03,0.04,-0.92
-0.20,0.00,0.31,-0.53
-0.12,0.00,0.28,-0.32
-0.08,-0.02,0.23,-0.40
0.24,-0.10,0.44,-0.35
0.39,-0.05,0.53,-0.05
0.21,-0.02,0.25,-0.29
-0.28,-0.01,0.16,-0.44
-0.50,0.00,0.07,-0.65
0.05,0.00,0.38,-0.19
-0.15,-0.03,0.15,-0.24
0.15,-0.03,0.44,-0.24
0.27,-0.05,0.74,-0.48
0.68,0.01,0.78,-0.02
-0.02,-0.02,0.12,-0.17
-0.24,-0.03,0.33,-0.36
-0.32,-0.01,0.19,-0.56
0.22,-0.03,0.32,-0.37
0.07,-0.01,0.43,-0.13
0.23,-0.13,0.30,-0.32
-0.18,-0.01,0.17,-0.27
-0.58,0.00,0.11,-0.71
0.01,-0.01,0.18,-0.25
0.10,-0.03,0.65,-0.03
0.59,-0.03,0.63,-0.06
0.58,-0.01,0.62,-0.16
0.56,-0.01,0.65,-0.11
-0.26,-0.04,0.03,-0.45
0.42,-0.02,0.44,-0.36
0.01,-0.06,0.19,-0.11
1.28,-0.01,1.46,-0.07
0.45,-0.05,0.79,-0.29
0.23,-0.05,0.64,-0.16
0.15,0.00,0.22,-0.30
0.52,-0.03,0.64,-0.23
-0.54,-0.02,0.22,-0.84
0.11,0.00,0.46,-0.27
0.10,-0.01,0.35,-0.40
