0.27,-0.02,0.90,-0.02
1.05,0.15,1.07,-0.21
0.02,0.00,0.59,-0.31
0.24,-0.14,0.30,-0.22
-1.03,0.00,0.18,-1.38
0.25,0.05,0.68,-0.06
0.79,0.01,0.82,-0.52
-0.78,-0.02,0.00,-1.20
0.15,-0.02,0.33,-0.52
0.65,0.00,0.97,-0.14
0.24,-0.07,0.59,-0.24
-0.35,0.00,0.25,-0.70
0.38,0.02,0.40,-0.19
-0.26,-0.04,0.07,-0.54
-1.64,0.02,0.23,-1.97
1.26,0.15,1.39,0.08
-0.56,-0.12,-0.08,-0.66
1.39,0.01,1.40,-0.16
1.15,0.02,1.25,-0.06
0.47,-0.02,0.65,-0.34
0.43,-0.01,0.55,-0.25
-0.91,0.00,0.31,-1.11
0.36,0.07,0.44,-0.10
0.33,-0.03,0.36,-0.30
-0.41,0.00,0.06,-0.53
-0.16,-0.04,0.24,-0.44
0.08,-0.02,0.27,-0.68
-0.08,0.04,0.22,-0.28
-0.37,-0.12,-0.01,-0.60
0.75,-0.02,0.82,-0.09
-0.20,0.02,0.15,-0.42
0.06,-0.02,0.28,-0.27
0.10,-0.01,0.18,-0.56
0.48,-0.10,0.66,-0.10
-0.02,-0.10,0.07,-0.31
0.20,-0.01,0.24,-0.23
-0.43,-0.02,0.32,-0.85
0.12,-0.04,0.34,-0.12
-0.04,-0.13,0.09,-0.25
-0.97,0.02,0.17,-1.20
