0.17,-0.01,0.73,-0.07
-0.68,-0.01,0.49,-0.95
0.82,0.07,0.92,-0.28
-1.50,-0.04,0.88,-2.11
0.25,0.41,0.50,-0.57
-0.52,-0.02,0.22,-0.80
-1.28,-0.04,0.27,-1.72
0.43,0.10,0.84,-0.62
-0.52,-0.12,0.27,-0.69
0.29,0.07,0.74,-0.15
-1.13,-0.01,0.07,-1.58
0.28,0.03,1.05,-0.26
0.79,0.18,0.89,-0.28
-0.01,-0.04,0.25,-0.49
0.19,0.09,0.51,-0.39
1.69,-0.01,1.98,-0.09
-0.13,-0.06,0.05,-0.92
0.53,-0.18,0.75,-0.22
0.48,0.01,0.79,-0.11
-0.12,-0.06,0.59,-0.29
-0.13,-0.02,0.20,-0.44
0.05,-0.01,0.18,-0.47
-0.54,-0.14,-0.10,-0.80
0.19,-0.11,0.42,-0.13
0.22,0.00,0.42,-0.32
0.85,-0.02,1.11,-0.26
-0.22,-0.02,0.30,-0.60
-0.26,-0.24,0.02,-0.56
0.38,-0.01,0.91,-0.20
-0.02,-0.01,0.43,-0.46
-0.12,-0.05,0.22,-0.46
0.10,-0.03,0.21,-0.26
1.02,-0.07,1.15,-0.07
0.08,-0.07,0.50,-0.21
0.19,0.07,0.36,-0.23
0.07,-0.02,0.50,-0.30
-0.15,0.00,0.33,-0.41
-0.60,-0.02,0.10,-0.72
0.01,-0.06,0.16,-0.34
0.36,-0.03,0.57,-0.30
