1.66,1.62,1.69,-0.60
-1.34,-1.37,0.04,-1.48
0.50,0.47,1.24,-0.19
-1.12,-1.15,0.77,-1.85
-1.07,-1.11,0.58,-1.31
1.09,1.07,1.23,-0.69
0.21,0.17,0.29,-0.94
-0.65,-0.69,0.00,-0.80
0.52,0.49,0.65,-0.41
0.54,0.51,0.81,-0.44
0.15,0.11,0.53,-0.19
-0.45,-0.49,0.22,-0.57
1.13,1.09,1.31,-0.21
1.31,1.27,1.44,-0.26
-0.18,-0.22,0.59,-0.52
0.30,0.22,0.55,-0.41
-0.04,-0.11,0.33,-0.26
0.26,0.24,0.40,-0.11
0.10,0.07,0.65,-0.19
-1.14,-1.17,0.18,-1.25
0.59,0.41,1.21,-0.63
-0.98,-1.00,0.39,-1.42
-0.98,-1.00,0.15,-1.32
1.32,1.28,1.71,-0.19
1.05,1.02,2.02,0.44
0.24,0.20,0.59,-0.23
0.21,0.18,0.47,-2.08
-1.73,-1.76,0.14,-1.99
-0.33,-0.37,0.66,-0.45
0.87,0.86,1.46,0.04
0.47,0.43,0.72,-0.18
0.77,0.74,0.97,-0.15
-3.22,-3.25,0.98,-3.61
-0.04,-0.08,1.63,-0.30
0.08,0.04,0.67,-0.64
0.04,0.02,0.25,-1.18
-0.48,-0.51,0.41,-0.65
0.39,0.36,0.59,-0.47
0.08,0.05,0.31,-0.64
-0.63,-0.66,0.26,-0.81
