0.50,0.01,0.56,-0.15
0.37,-0.06,0.45,-0.27
-0.79,-0.05,0.02,-1.25
0.06,-0.02,0.14,-0.45
0.94,0.00,1.32,-0.08
0.01,-0.08,0.26,-1.10
-0.24,-0.06,0.32,-0.57
0.19,-0.09,0.89,-0.52
0.06,-0.11,0.36,-0.45
0.17,0.02,0.24,-0.42
-0.57,-0.08,-0.05,-0.98
1.14,-0.17,1.40,-0.32
-0.13,-0.17,0.22,-0.45
0.28,-0.06,0.49,-0.22
0.08,-0.02,0.31,-0.20
-0.01,-0.06,0.18,-0.45
0.33,-0.05,0.61,-0.61
-0.10,0.03,0.26,-0.39
-0.11,-0.10,0.37,-0.46
-0.36,-0.05,0.06,-0.91
-0.53,-0.03,0.23,-0.95
0.28,-0.02,0.36,-0.26
0.43,-0.08,0.49,-0.11
-0.41,-0.04,0.16,-0.74
-0.76,-0.11,0.07,-0.84
0.82,0.04,1.09,-0.33
-0.15,-0.04,0.28,-0.40
0.82,0.07,1.00,0.00
-0.36,-0.03,0.18,-0.54
-0.40,-0.04,0.16,-0.69
0.04,-0.08,0.09,-0.35
-0.20,-0.08,0.49,-0.55
0.27,-0.15,0.35,-0.58
-0.35,-0.02,0.02,-0.58
-1.26,-0.04,0.06,-1.42
-0.10,0.04,0.42,-0.39
0.00,-0.02,0.44,-0.23
-0.34,-0.09,-0.04,-0.77
-0.39,-0.02,0.23,-0.49
0.44,0.01,0.65,-0.23
