0.05,-0.06,0.49,-0.26
0.34,-0.10,0.59,-0.15
-0.22,-0.02,0.12,-0.88
-0.30,-0.09,-0.03,-0.68
-0.88,-0.09,0.08,-1.01
0.19,0.01,0.22,-0.26
-0.03,-0.11,0.15,-0.40
0.45,-0.01,0.60,-0.27
0.33,0.00,0.49,-0.17
0.24,0.01,0.41,-0.14
0.37,-0.01,0.38,-0.21
-0.40,-0.05,0.20,-0.57
0.19,-0.01,0.24,-0.30
-0.11,0.02,0.31,-0.18
-0.09,0.01,0.09,-0.31
1.13,0.04,1.20,-0.06
0.08,-0.06,0.24,-0.18
0.48,0.00,0.58,-0.21
0.05,-0.02,0.13,-0.31
-0.37,0.01,0.03,-0.44
0.26,0.01,0.50,-0.22
-0.48,0.02,0.16,-0.53
-0.36,-0.02,0.09,-0.44
0.24,-0.08,0.53,-0.28
-0.62,-0.04,0.10,-0.74
0.47,-0.02,0.54,-0.04
0.51,0.00,0.61,-0.14
0.05,0.03,0.28,-0.22
-0.23,0.00,0.05,-0.45
-0.58,-0.05,-0.04,-0.72
-0.69,-0.02,0.26,-1.09
-0.15,-0.12,0.03,-0.36
-0.40,0.03,0.54,-0.70
0.11,0.01,0.19,-0.34
0.03,-0.03,0.26,-0.37
0.78,0.02,0.94,-0.15
0.21,0.03,0.37,-0.21
-0.47,0.01,0.05,-0.88
0.10,-0.05,0.25,-0.31
0.08,-0.02,0.65,-0.14
