0.14,0.00,0.28,-0.38
0.49,0.03,0.59,-0.17
-0.09,0.00,0.00,-0.13
-0.01,0.06,0.08,-0.19
-0.26,0.00,0.03,-0.48
0.20,-0.01,0.57,-0.05
0.04,-0.02,0.19,-0.16
-0.08,0.00,0.30,-0.17
-0.12,-0.03,0.04,-0.15
-0.05,0.10,0.17,-0.24
0.03,0.00,0.17,-0.20
-0.33,0.00,0.33,-0.53
-0.14,0.01,0.05,-0.50
0.57,0.01,0.64,-0.15
-0.05,0.00,0.04,-0.06
0.41,0.05,0.66,-0.01
0.07,0.00,0.13,-0.10
0.00,0.00,0.08,-0.38
-0.15,0.00,0.11,-0.33
-0.07,0.00,0.09,-0.16
0.08,0.03,0.13,-0.04
0.51,0.01,0.59,-0.12
0.09,-0.02,0.24,-0.05
0.47,0.02,0.52,-0.05
-0.47,0.01,0.12,-0.50
0.02,0.00,0.16,-0.21
0.06,0.00,0.06,-0.10
0.05,-0.11,0.09,-0.16
0.00,-0.01,0.19,-0.15
0.22,0.01,0.30,-0.09
-0.14,0.00,0.03,-0.25
-0.01,-0.01,0.20,-0.13
0.08,-0.01,0.09,-0.05
0.25,-0.10,0.41,-0.20
-0.43,0.00,0.03,-0.58
0.38,0.00,0.45,-0.20
0.35,0.00,0.45,-0.31
0.48,0.00,0.62,-0.05
0.02,-0.03,0.04,-0.18
-0.17,-0.15,0.07,-0.27
